Exchange,Token,LotSize,GNGD,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
NCX,JEERAUNJHA10JUL25CE23600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE23600FJUL25,10-JUL-2025,OPTFUT,CE,23600,2,
NCX,JEERAUNJHA10JUL25PE14000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE14000FJUL25,10-JUL-2025,OPTFUT,PE,14000,2,
NCX,JEERAUNJHA10JUL25PE25200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE25200FJUL25,10-JUL-2025,OPTFUT,PE,25200,2,
NCX,JEERAUNJHA10JUL25PE25600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE25600FJUL25,10-JUL-2025,OPTFUT,PE,25600,2,
NCX,JEERAUNJHA10JUL25CE20000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE20000FJUL25,10-JUL-2025,OPTFUT,CE,20000,2,
NCX,JEERAUNJHA10JUL25PE20400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE20400FJUL25,10-JUL-2025,OPTFUT,PE,20400,2,
NCX,JEERAUNJHA10JUL25CE27600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE27600FJUL25,10-JUL-2025,OPTFUT,CE,27600,2,
NCX,JEERAUNJHA10JUL25PE28000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE28000FJUL25,10-JUL-2025,OPTFUT,PE,28000,2,
NCX,JEERAUNJHA10JUL25PE21200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE21200FJUL25,10-JUL-2025,OPTFUT,PE,21200,2,
NCX,JEERAUNJHA10JUL25CE28000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE28000FJUL25,10-JUL-2025,OPTFUT,CE,28000,2,
NCX,JEERAUNJHA10JUL25PE28800FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE28800FJUL25,10-JUL-2025,OPTFUT,PE,28800,2,
NCX,JEERAUNJHA10JUL25CE22400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE22400FJUL25,10-JUL-2025,OPTFUT,CE,22400,2,
NCX,JEERAUNJHA10JUL25CE21600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE21600FJUL25,10-JUL-2025,OPTFUT,CE,21600,2,
NCX,JEERAUNJHA10JUL25PE13600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE13600FJUL25,10-JUL-2025,OPTFUT,PE,13600,2,
NCX,JEERAUNJHA10JUL25CE12800FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE12800FJUL25,10-JUL-2025,OPTFUT,CE,12800,2,
NCX,JEERAUNJHA10JUL25PE24000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE24000FJUL25,10-JUL-2025,OPTFUT,PE,24000,2,
NCX,JEERAUNJHA10JUL25PE19600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE19600FJUL25,10-JUL-2025,OPTFUT,PE,19600,2,
NCX,JEERAUNJHA10JUL25PE23200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE23200FJUL25,10-JUL-2025,OPTFUT,PE,23200,2,
NCX,JEERAUNJHA10JUL25PE15200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE15200FJUL25,10-JUL-2025,OPTFUT,PE,15200,2,
NCX,JEERAUNJHA10JUL25PE14800FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE14800FJUL25,10-JUL-2025,OPTFUT,PE,14800,2,
NCX,JEERAUNJHA10JUL25PE16400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE16400FJUL25,10-JUL-2025,OPTFUT,PE,16400,2,
NCX,JEERAUNJHA10JUL25PE23600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE23600FJUL25,10-JUL-2025,OPTFUT,PE,23600,2,
NCX,JEERAUNJHA10JUL25PE18000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE18000FJUL25,10-JUL-2025,OPTFUT,PE,18000,2,
NCX,JEERAUNJHA10JUL25CE20800FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE20800FJUL25,10-JUL-2025,OPTFUT,CE,20800,2,
NCX,JEERAUNJHA10JUL25PE24400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE24400FJUL25,10-JUL-2025,OPTFUT,PE,24400,2,
NCX,JEERAUNJHA10JUL25CE24400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE24400FJUL25,10-JUL-2025,OPTFUT,CE,24400,2,
NCX,JEERAUNJHA10JUL25PE20000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE20000FJUL25,10-JUL-2025,OPTFUT,PE,20000,2,
NCX,JEERAUNJHA10JUL25PE26800FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE26800FJUL25,10-JUL-2025,OPTFUT,PE,26800,2,
NCX,JEERAUNJHA10JUL25CE15200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE15200FJUL25,10-JUL-2025,OPTFUT,CE,15200,2,
NCX,JEERAUNJHA10JUL25CE23200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE23200FJUL25,10-JUL-2025,OPTFUT,CE,23200,2,
NCX,JEERAUNJHA10JUL25PE21600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE21600FJUL25,10-JUL-2025,OPTFUT,PE,21600,2,
NCX,JEERAUNJHA10JUL25CE20400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE20400FJUL25,10-JUL-2025,OPTFUT,CE,20400,2,
NCX,JEERAUNJHA10JUL25CE19200FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE19200FJUL25,10-JUL-2025,OPTFUT,CE,19200,2,
NCX,JEERAUNJHA10JUL25CE24000FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE24000FJUL25,10-JUL-2025,OPTFUT,CE,24000,2,
NCX,JEERAUNJHA10JUL25PE27600FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE27600FJUL25,10-JUL-2025,OPTFUT,PE,27600,2,
NCX,JEERAUNJHA10JUL25CE22800FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25CE22800FJUL25,10-JUL-2025,OPTFUT,CE,22800,2,
NCX,JEERAUNJHA10JUL25PE28400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE28400FJUL25,10-JUL-2025,OPTFUT,PE,28400,2,
NCX,JEERAUNJHA10JUL25PE26400FJUL25,3,10,JEERAUNJHA,JEERAUNJHA10JUL25PE26400FJUL25,10-JUL-2025,OPTFUT,PE,26400,2,
NCX,JEERAUNJHA12JUN25PE13200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE13200FJUN25,12-JUN-2025,OPTFUT,PE,13200,2,
NCX,JEERAUNJHA12JUN25CE20800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE20800FJUN25,12-JUN-2025,OPTFUT,CE,20800,2,
NCX,JEERAUNJHA12JUN25PE26000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE26000FJUN25,12-JUN-2025,OPTFUT,PE,26000,2,
NCX,JEERAUNJHA12JUN25CE14000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE14000FJUN25,12-JUN-2025,OPTFUT,CE,14000,2,
NCX,JEERAUNJHA12JUN25PE25200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE25200FJUN25,12-JUN-2025,OPTFUT,PE,25200,2,
NCX,JEERAUNJHA12JUN25CE14800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE14800FJUN25,12-JUN-2025,OPTFUT,CE,14800,2,
NCX,JEERAUNJHA12JUN25PE20400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE20400FJUN25,12-JUN-2025,OPTFUT,PE,20400,2,
NCX,JEERAUNJHA12JUN25PE14000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE14000FJUN25,12-JUN-2025,OPTFUT,PE,14000,2,
NCX,JEERAUNJHA12JUN25CE23200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE23200FJUN25,12-JUN-2025,OPTFUT,CE,23200,2,
NCX,JEERAUNJHA12JUN25CE22000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE22000FJUN25,12-JUN-2025,OPTFUT,CE,22000,2,
NCX,JEERAUNJHA12JUN25CE19600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE19600FJUN25,12-JUN-2025,OPTFUT,CE,19600,2,
NCX,JEERAUNJHA12JUN25CE27600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE27600FJUN25,12-JUN-2025,OPTFUT,CE,27600,2,
NCX,JEERAUNJHA12JUN25PE20000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE20000FJUN25,12-JUN-2025,OPTFUT,PE,20000,2,
NCX,JEERAUNJHA12JUN25CE13200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE13200FJUN25,12-JUN-2025,OPTFUT,CE,13200,2,
NCX,JEERAUNJHA12JUN25PE28400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE28400FJUN25,12-JUN-2025,OPTFUT,PE,28400,2,
NCX,JEERAUNJHA12JUN25CE17200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE17200FJUN25,12-JUN-2025,OPTFUT,CE,17200,2,
NCX,JEERAUNJHA12JUN25PE12800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE12800FJUN25,12-JUN-2025,OPTFUT,PE,12800,2,
NCX,JEERAUNJHA12JUN25CE26400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE26400FJUN25,12-JUN-2025,OPTFUT,CE,26400,2,
NCX,JEERAUNJHA12JUN25CE24000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE24000FJUN25,12-JUN-2025,OPTFUT,CE,24000,2,
NCX,JEERAUNJHA12JUN25CE17600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE17600FJUN25,12-JUN-2025,OPTFUT,CE,17600,2,
NCX,JEERAUNJHA12JUN25CE26000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE26000FJUN25,12-JUN-2025,OPTFUT,CE,26000,2,
NCX,JEERAUNJHA12JUN25CE22400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE22400FJUN25,12-JUN-2025,OPTFUT,CE,22400,2,
NCX,JEERAUNJHA12JUN25PE27200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE27200FJUN25,12-JUN-2025,OPTFUT,PE,27200,2,
NCX,JEERAUNJHA12JUN25CE20400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE20400FJUN25,12-JUN-2025,OPTFUT,CE,20400,2,
NCX,JEERAUNJHA12JUN25PE19200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE19200FJUN25,12-JUN-2025,OPTFUT,PE,19200,2,
NCX,JEERAUNJHA12JUN25PE23600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE23600FJUN25,12-JUN-2025,OPTFUT,PE,23600,2,
NCX,JEERAUNJHA12JUN25PE22800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE22800FJUN25,12-JUN-2025,OPTFUT,PE,22800,2,
NCX,JEERAUNJHA12JUN25CE24400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE24400FJUN25,12-JUN-2025,OPTFUT,CE,24400,2,
NCX,JEERAUNJHA12JUN25PE22400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE22400FJUN25,12-JUN-2025,OPTFUT,PE,22400,2,
NCX,JEERAUNJHA12JUN25CE21600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE21600FJUN25,12-JUN-2025,OPTFUT,CE,21600,2,
NCX,JEERAUNJHA12JUN25CE28800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE28800FJUN25,12-JUN-2025,OPTFUT,CE,28800,2,
NCX,JEERAUNJHA12JUN25PE16000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE16000FJUN25,12-JUN-2025,OPTFUT,PE,16000,2,
NCX,JEERAUNJHA12JUN25PE17600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE17600FJUN25,12-JUN-2025,OPTFUT,PE,17600,2,
NCX,JEERAUNJHA12JUN25PE28800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE28800FJUN25,12-JUN-2025,OPTFUT,PE,28800,2,
NCX,JEERAUNJHA12JUN25CE18800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE18800FJUN25,12-JUN-2025,OPTFUT,CE,18800,2,
NCX,JEERAUNJHA12JUN25PE26400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE26400FJUN25,12-JUN-2025,OPTFUT,PE,26400,2,
NCX,JEERAUNJHA12JUN25CE22800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE22800FJUN25,12-JUN-2025,OPTFUT,CE,22800,2,
NCX,JEERAUNJHA12JUN25PE12400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE12400FJUN25,12-JUN-2025,OPTFUT,PE,12400,2,
NCX,JEERAUNJHA12JUN25CE25200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE25200FJUN25,12-JUN-2025,OPTFUT,CE,25200,2,
NCX,JEERAUNJHA12JUN25CE18400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE18400FJUN25,12-JUN-2025,OPTFUT,CE,18400,2,
NCX,JEERAUNJHA12JUN25CE23600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE23600FJUN25,12-JUN-2025,OPTFUT,CE,23600,2,
NCX,JEERAUNJHA12JUN25CE27200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE27200FJUN25,12-JUN-2025,OPTFUT,CE,27200,2,
NCX,JEERAUNJHA12JUN25CE16400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE16400FJUN25,12-JUN-2025,OPTFUT,CE,16400,2,
NCX,JEERAUNJHA12JUN25PE26800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE26800FJUN25,12-JUN-2025,OPTFUT,PE,26800,2,
NCX,JEERAUNJHA12JUN25PE17200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE17200FJUN25,12-JUN-2025,OPTFUT,PE,17200,2,
NCX,JEERAUNJHA12JUN25PE14800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE14800FJUN25,12-JUN-2025,OPTFUT,PE,14800,2,
NCX,JEERAUNJHA12JUN25CE21200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE21200FJUN25,12-JUN-2025,OPTFUT,CE,21200,2,
NCX,JEERAUNJHA12JUN25CE12800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE12800FJUN25,12-JUN-2025,OPTFUT,CE,12800,2,
NCX,JEERAUNJHA12JUN25CE26800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE26800FJUN25,12-JUN-2025,OPTFUT,CE,26800,2,
NCX,JEERAUNJHA12JUN25PE14400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE14400FJUN25,12-JUN-2025,OPTFUT,PE,14400,2,
NCX,JEERAUNJHA12JUN25PE15600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE15600FJUN25,12-JUN-2025,OPTFUT,PE,15600,2,
NCX,JEERAUNJHA12JUN25PE15200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE15200FJUN25,12-JUN-2025,OPTFUT,PE,15200,2,
NCX,JEERAUNJHA12JUN25PE16800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE16800FJUN25,12-JUN-2025,OPTFUT,PE,16800,2,
NCX,JEERAUNJHA12JUN25CE16800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE16800FJUN25,12-JUN-2025,OPTFUT,CE,16800,2,
NCX,JEERAUNJHA12JUN25CE15200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE15200FJUN25,12-JUN-2025,OPTFUT,CE,15200,2,
NCX,JEERAUNJHA12JUN25CE18000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE18000FJUN25,12-JUN-2025,OPTFUT,CE,18000,2,
NCX,JEERAUNJHA12JUN25PE13600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE13600FJUN25,12-JUN-2025,OPTFUT,PE,13600,2,
NCX,JEERAUNJHA12JUN25CE14400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE14400FJUN25,12-JUN-2025,OPTFUT,CE,14400,2,
NCX,JEERAUNJHA12JUN25CE13600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE13600FJUN25,12-JUN-2025,OPTFUT,CE,13600,2,
NCX,JEERAUNJHA12JUN25CE12400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE12400FJUN25,12-JUN-2025,OPTFUT,CE,12400,2,
NCX,JEERAUNJHA12JUN25PE20800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE20800FJUN25,12-JUN-2025,OPTFUT,PE,20800,2,
NCX,JEERAUNJHA12JUN25PE24400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE24400FJUN25,12-JUN-2025,OPTFUT,PE,24400,2,
NCX,JEERAUNJHA12JUN25PE25600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE25600FJUN25,12-JUN-2025,OPTFUT,PE,25600,2,
NCX,JEERAUNJHA12JUN25PE19600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE19600FJUN25,12-JUN-2025,OPTFUT,PE,19600,2,
NCX,JEERAUNJHA12JUN25PE16400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE16400FJUN25,12-JUN-2025,OPTFUT,PE,16400,2,
NCX,JEERAUNJHA12JUN25PE21200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE21200FJUN25,12-JUN-2025,OPTFUT,PE,21200,2,
NCX,JEERAUNJHA12JUN25PE18800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE18800FJUN25,12-JUN-2025,OPTFUT,PE,18800,2,
NCX,JEERAUNJHA12JUN25CE25600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE25600FJUN25,12-JUN-2025,OPTFUT,CE,25600,2,
NCX,JEERAUNJHA12JUN25CE16000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE16000FJUN25,12-JUN-2025,OPTFUT,CE,16000,2,
NCX,JEERAUNJHA12JUN25PE21600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE21600FJUN25,12-JUN-2025,OPTFUT,PE,21600,2,
NCX,JEERAUNJHA12JUN25CE28400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE28400FJUN25,12-JUN-2025,OPTFUT,CE,28400,2,
NCX,JEERAUNJHA12JUN25CE24800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE24800FJUN25,12-JUN-2025,OPTFUT,CE,24800,2,
NCX,JEERAUNJHA12JUN25PE18000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE18000FJUN25,12-JUN-2025,OPTFUT,PE,18000,2,
NCX,JEERAUNJHA12JUN25PE24800FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE24800FJUN25,12-JUN-2025,OPTFUT,PE,24800,2,
NCX,JEERAUNJHA12JUN25PE23200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE23200FJUN25,12-JUN-2025,OPTFUT,PE,23200,2,
NCX,JEERAUNJHA12JUN25PE22000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE22000FJUN25,12-JUN-2025,OPTFUT,PE,22000,2,
NCX,JEERAUNJHA12JUN25PE28000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE28000FJUN25,12-JUN-2025,OPTFUT,PE,28000,2,
NCX,JEERAUNJHA12JUN25PE27600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE27600FJUN25,12-JUN-2025,OPTFUT,PE,27600,2,
NCX,JEERAUNJHA12JUN25PE18400FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE18400FJUN25,12-JUN-2025,OPTFUT,PE,18400,2,
NCX,JEERAUNJHA12JUN25CE19200FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE19200FJUN25,12-JUN-2025,OPTFUT,CE,19200,2,
NCX,JEERAUNJHA12JUN25PE24000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25PE24000FJUN25,12-JUN-2025,OPTFUT,PE,24000,2,
NCX,JEERAUNJHA12JUN25CE20000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE20000FJUN25,12-JUN-2025,OPTFUT,CE,20000,2,
NCX,JEERAUNJHA12JUN25CE28000FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE28000FJUN25,12-JUN-2025,OPTFUT,CE,28000,2,
NCX,JEERAUNJHA12JUN25CE15600FJUN25,3,10,JEERAUNJHA,JEERAUNJHA12JUN25CE15600FJUN25,12-JUN-2025,OPTFUT,CE,15600,2,
NCX,GUARSEED1031OCT25PE6300FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE6300FNOV25,31-OCT-2025,OPTFUT,PE,6300,0.5,
NCX,GUARSEED1031OCT25PE5300FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE5300FNOV25,31-OCT-2025,OPTFUT,PE,5300,0.5,
NCX,GUARSEED1031OCT25CE5000FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE5000FNOV25,31-OCT-2025,OPTFUT,CE,5000,0.5,
NCX,GUARSEED1031OCT25PE6500FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE6500FNOV25,31-OCT-2025,OPTFUT,PE,6500,0.5,
NCX,GUARSEED1031OCT25CE6000FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE6000FNOV25,31-OCT-2025,OPTFUT,CE,6000,0.5,
NCX,GUARSEED1031OCT25PE3700FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE3700FNOV25,31-OCT-2025,OPTFUT,PE,3700,0.5,
NCX,GUARSEED1031OCT25CE5700FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE5700FNOV25,31-OCT-2025,OPTFUT,CE,5700,0.5,
NCX,GUARSEED1031OCT25CE3900FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE3900FNOV25,31-OCT-2025,OPTFUT,CE,3900,0.5,
NCX,GUARSEED1031OCT25PE5500FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE5500FNOV25,31-OCT-2025,OPTFUT,PE,5500,0.5,
NCX,GUARSEED1031OCT25CE3600FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE3600FNOV25,31-OCT-2025,OPTFUT,CE,3600,0.5,
NCX,GUARSEED1031OCT25PE4500FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE4500FNOV25,31-OCT-2025,OPTFUT,PE,4500,0.5,
NCX,GUARSEED1031OCT25PE5600FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE5600FNOV25,31-OCT-2025,OPTFUT,PE,5600,0.5,
NCX,GUARSEED1031OCT25CE6200FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE6200FNOV25,31-OCT-2025,OPTFUT,CE,6200,0.5,
NCX,GUARSEED1031OCT25CE4500FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE4500FNOV25,31-OCT-2025,OPTFUT,CE,4500,0.5,
NCX,GUARSEED1031OCT25CE6400FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE6400FNOV25,31-OCT-2025,OPTFUT,CE,6400,0.5,
NCX,GUARSEED1031OCT25PE3800FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE3800FNOV25,31-OCT-2025,OPTFUT,PE,3800,0.5,
NCX,GUARSEED1031OCT25PE4800FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE4800FNOV25,31-OCT-2025,OPTFUT,PE,4800,0.5,
NCX,GUARSEED1031OCT25CE4400FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE4400FNOV25,31-OCT-2025,OPTFUT,CE,4400,0.5,
NCX,GUARSEED1031OCT25CE5300FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE5300FNOV25,31-OCT-2025,OPTFUT,CE,5300,0.5,
NCX,GUARSEED1031OCT25PE6400FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE6400FNOV25,31-OCT-2025,OPTFUT,PE,6400,0.5,
NCX,GUARSEED1031OCT25CE5500FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE5500FNOV25,31-OCT-2025,OPTFUT,CE,5500,0.5,
NCX,GUARSEED1031OCT25PE6100FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE6100FNOV25,31-OCT-2025,OPTFUT,PE,6100,0.5,
NCX,GUARSEED1031OCT25PE5700FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE5700FNOV25,31-OCT-2025,OPTFUT,PE,5700,0.5,
NCX,GUARSEED1031OCT25CE6100FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE6100FNOV25,31-OCT-2025,OPTFUT,CE,6100,0.5,
NCX,GUARSEED1031OCT25PE5400FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE5400FNOV25,31-OCT-2025,OPTFUT,PE,5400,0.5,
NCX,GUARSEED1031OCT25PE6200FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE6200FNOV25,31-OCT-2025,OPTFUT,PE,6200,0.5,
NCX,GUARSEED1031OCT25CE5800FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE5800FNOV25,31-OCT-2025,OPTFUT,CE,5800,0.5,
NCX,GUARSEED1031OCT25CE4900FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE4900FNOV25,31-OCT-2025,OPTFUT,CE,4900,0.5,
NCX,GUARSEED1031OCT25CE4100FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE4100FNOV25,31-OCT-2025,OPTFUT,CE,4100,0.5,
NCX,GUARSEED1031OCT25PE6000FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE6000FNOV25,31-OCT-2025,OPTFUT,PE,6000,0.5,
NCX,GUARSEED1031OCT25CE4300FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25CE4300FNOV25,31-OCT-2025,OPTFUT,CE,4300,0.5,
NCX,GUARSEED1031OCT25PE4600FNOV25,5,10,GUARSEED10,GUARSEED1031OCT25PE4600FNOV25,31-OCT-2025,OPTFUT,PE,4600,0.5,
